0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,9
8,0
9,0
10,11
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,7
21,0
22,0
23,0
24,0
25,0
26,0
27,27
28,0
29,0
30,12
31,0
32,6
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,2
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,6
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,17
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,86
76,15
77,0
78,29
79,0
80,0
81,14
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,44
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,41
103,2
104,1
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,17
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,22
128,0
129,0
130,0
131,0
132,0
133,11
134,0
135,0
136,3
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,51
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,12
180,0
181,0
182,0
183,0
184,54
185,4
186,0
187,0
188,0
189,67
190,8
191,53
192,0
193,0
194,0
195,0
196,15
197,0
198,0
199,0
200,0
201,0
202,0
203,47
204,3
205,13
206,0
207,23
208,0
209,0
210,0
211,0
212,0
213,0
214,3
215,0
216,30
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,65
235,152
236,0
237,24
238,0
239,0
240,0
241,18
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,13
253,0
254,0
255,0
256,0
257,48
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,4
269,0
270,0
271,0
272,0
273,0
274,0
275,0
276,16
277,0
278,35
279,0
280,6
281,0
282,0
283,0
284,10
285,6
286,63
287,303
288,408
289,181
290,884
291,930
292,1439
293,2198
294,3252
295,3683
296,5971
297,6532
298,7900
299,8228
300,9157
301,9846
302,9757
303,10845
304,10540
305,11361
306,11204
307,10266
308,9561
309,7149
310,7348
311,7001
312,4668
313,3941
314,3062
315,1880
316,1143
317,667
318,357
319,353
320,188
321,70
322,0
323,59
324,42
325,47
326,23
327,0
328,0
329,6
330,0
331,10
332,58
333,8
334,0
335,0
336,0
337,0
338,0
339,0
340,61
341,0
342,12
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,7
351,0
352,0
353,3
354,0
355,0
356,0
357,4
358,0
359,0
360,0
361,0
362,0
363,50
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,2
373,25
374,2
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,1
383,18
384,6
385,27
386,0
387,0
388,43
389,0
390,0
391,5
392,0
393,21
394,0
395,0
396,0
397,15
398,64
399,0
400,25
401,45
402,0
403,39
404,29
405,0
406,20
407,0
408,0
409,0
410,0
411,12
412,0
413,0
414,4
415,18
416,0
417,9
418,0
419,0
420,0
421,0
422,0
423,0
424,33
425,65
426,14
427,111
428,0
429,8
430,0
431,0
432,42
433,0
434,0
435,0
436,0
437,0
438,1
439,0
440,0
441,0
442,26
443,2
444,6
445,0
446,5
447,46
448,2
449,1
450,0
451,0
452,100
453,3
454,0
455,0
456,0
457,0
458,61
459,0
460,135
461,32
462,0
463,0
464,20
465,0
466,0
467,5
468,27
469,0
470,0
471,0
472,3
473,0
474,0
475,0
476,68
477,13
478,0
479,71
480,143
481,6
482,160
483,143
484,4
485,111
486,333
487,21
488,167
489,428
490,620
491,1160
492,1916
493,2239
494,2455
495,4235
496,6305
497,7811
498,8393
499,9413
500,9739
501,10460
502,12389
503,11255
504,10546
505,11785
506,10475
507,11745
508,10695
509,9558
510,6571
511,6862
512,4521
513,4261
514,2421
515,1871
516,1059
517,828
518,319
519,192
520,53
